"pdes","name","H","a","e","i","om","w","ma"
"2024 UK9",,27.19,1.439,0.3101,1.93,223.19,198.30,207.88
"2024 UL9",,26.75,1.468,0.3127,9.90,219.35,161.19,222.09
"2024 UM9",,20.64,0.8609,0.0672,21.17,252.67,317.10,318.76
"2024 UO9",,25.05,1.284,0.1997,17.08,218.75,108.88,47.33
"2024 UP9",,22.59,1.667,0.2366,28.11,220.51,212.85,152.00
"2024 UR9",,29.54,1.549,0.4685,3.97,216.76,115.26,23.39
"2024 UU9",,26.72,0.9611,0.3206,5.60,213.60,308.01,314.20
"2024 UW9",,24.45,1.609,0.5453,2.57,9.42,124.27,328.08
"2024 UX9",,22.85,2.049,0.6545,5.97,22.74,298.60,145.84
"2024 UY9",,26.03,1.014,0.0967,13.24,218.41,331.20,213.34
"2024 UZ9",,24.47,1.512,0.3850,33.87,35.24,67.48,330.13
"2024 UA10",,25.29,1.985,0.6410,4.62,234.11,247.66,340.00
"2024 UB10",,24.01,1.462,0.3283,9.57,352.97,97.07,182.94
"2024 US10",,24.17,1.161,0.6561,26.49,34.95,127.92,313.81
"2024 UX10",,26.51,0.7857,0.3611,27.87,37.22,203.82,321.31
"2024 UY10",,22.94,2.583,0.6188,17.14,49.87,314.98,98.76
"2024 UZ10",,24.36,2.249,0.6150,3.30,78.20,28.34,97.19
"2024 UA11",,25.80,1.484,0.3140,16.84,38.35,324.86,17.60
"2024 UB11",,29.97,1.312,0.4717,2.24,36.49,274.00,289.17
"2024 UC11",,27.02,2.483,0.5838,7.03,38.71,356.10,0.71
"2024 UD11",,29.36,1.099,0.4617,6.27,39.76,105.61,277.03
"2024 UE11",,28.53,1.698,0.4509,1.80,213.10,225.69,157.19
"2024 UF11",,26.77,1.107,0.0932,9.81,216.85,125.43,45.92
"2024 UG11",,21.37,2.292,0.5194,62.04,47.34,20.30,355.28
"2024 UH11",,22.17,3.09,0.6371,8.63,357.28,5.64,74.34
"2024 UJ11",,21.69,2.518,0.8257,9.90,350.15,168.94,76.53
"2024 UK11",,23.88,1.348,0.1785,7.18,73.27,292.17,267.37
"2024 UN11",,22.22,2.507,0.4829,25.03,218.69,145.76,107.67
"2024 UO11",,27.57,2.184,0.5325,0.91,216.28,191.16,357.27
"2024 UP11",,25.84,2.183,0.5450,3.16,50.31,324.61,5.96
"2024 UQ11",,25.87,0.948,0.2959,3.12,265.91,2.17,148.69
"2024 UR11",,23.63,2.508,0.5159,6.32,52.53,8.87,88.83
"2024 US11",,22.20,2.401,0.6005,10.06,199.78,156.01,113.28
"2024 UT11",,25.92,1.129,0.3659,11.01,41.47,96.18,260.22
"2024 UU11",,28.06,1.976,0.6559,6.46,220.58,258.99,119.49
"2024 UB13",,22.84,1.026,0.3465,17.21,210.23,77.54,75.11
"2024 UE13",,25.68,1.533,0.3814,4.45,204.91,249.10,336.50
"2024 UH13",,26.20,1.427,0.2895,3.87,53.91,305.28,22.28
"2024 UJ13",,22.68,2.132,0.5216,13.29,232.74,228.12,101.95
"2024 UK13",,26.67,1.612,0.4487,7.07,214.13,241.43,337.65
"2024 UL13",,24.82,1.184,0.1175,23.22,216.03,143.35,33.12
"2024 UM13",,25.14,1.865,0.4352,7.47,238.22,200.10,134.21
"2024 UN13",,25.68,1.515,0.3093,14.29,41.20,25.25,345.69
"2024 UP14",,24.46,2.409,0.5623,1.78,95.29,260.20,9.52
"2024 UQ14",,22.94,3.191,0.6789,6.45,24.24,81.26,55.61
"2024 UP16",,20.02,1.778,0.2973,39.45,60.12,13.49,158.75
"2024 UX17",,22.91,1.7,0.2388,24.17,48.83,305.21,27.80
"2024 UY17",,30.37,1.329,0.3325,7.28,215.37,236.64,220.76
"2024 UZ17",,27.98,2.026,0.6485,3.08,206.00,261.63,343.60
"2024 UA18",,27.02,1.701,0.4822,4.93,211.32,115.75,21.96
"2024 UC21",,28.65,2.238,0.8054,6.51,34.03,106.91,346.71
"2024 UG21",,27.17,1.105,0.3587,16.44,32.41,94.76,278.16
"2024 UB25",,23.50,1.491,0.1840,5.01,242.80,130.25,227.73
"2024 UD26",,20.54,2.618,0.6401,2.99,341.06,156.98,66.32
"2024 UZ26",,22.36,2.249,0.4727,2.03,194.34,156.52,130.81
"2024 UP27",,25.20,0.6576,0.5880,6.24,219.82,339.06,226.33
"2024 UN29",,22.47,1.54,0.1809,13.15,62.37,31.18,163.92
"2024 UR30",,22.50,2.041,0.4628,8.11,257.31,200.54,106.99
"2024 UU42",,18.03,4.065,0.7003,18.11,64.96,316.73,56.27
"2024 UY43",,25.16,1.148,0.1729,7.48,226.35,271.71,230.48
"2024 VA",,27.78,2.442,0.6320,8.59,220.56,221.72,91.17
"2024 VB",,28.74,0.9138,0.1552,3.00,42.62,220.60,196.30
"2024 VC",,27.41,1.491,0.3327,2.91,221.44,184.63,204.58
"2024 VD",,26.44,1.036,0.3375,0.64,109.27,181.81,68.39
"2024 VE",,25.94,2.79,0.6573,2.99,44.96,29.92,75.30
"2024 VF",,27.38,1.014,0.0299,8.02,222.63,80.93,102.88
"2024 VG",,23.26,2.431,0.5046,6.89,76.87,303.11,105.96
"2024 VH",,22.22,2.326,0.5583,6.17,0.05,20.28,108.97
"2024 VJ",,27.27,1.653,0.4110,2.36,220.25,154.30,187.84
"2024 VK",,25.59,1.998,0.4744,4.62,51.07,3.81,128.91
"2024 VL",,26.21,1.085,0.2469,1.42,83.82,219.85,43.01
"2024 VN",,25.11,1.751,0.3887,14.62,31.67,22.97,352.40
"2024 VO",,31.06,1.08,0.1201,1.05,48.12,46.07,293.46
"2024 VP",,25.04,2.444,0.5923,6.27,44.06,328.18,5.69
"2024 VQ",,23.22,1.152,0.0416,23.49,41.05,324.48,334.85
"2024 VR",,24.78,1.249,0.2001,22.94,218.39,212.22,251.52
"2024 VS",,27.54,1.904,0.5486,0.34,353.23,104.87,127.84
"2024 VT",,25.91,1.291,0.2112,22.05,220.42,144.99,280.43
"2024 VU",,25.91,2.643,0.6097,4.68,31.94,354.24,2.38
"2024 VV",,23.59,1.929,0.4753,17.91,226.72,244.26,115.48
"2024 VW",,24.88,1.246,0.2442,27.19,35.89,64.24,232.72
"2024 VX",,25.43,1.443,0.2777,28.75,220.86,147.09,17.37
"2024 VY",,26.25,0.8553,0.4873,27.06,45.38,135.41,27.60
"2024 VZ",,20.48,0.7354,0.3635,35.89,225.70,19.91,22.17
"2024 VA1",,26.66,2.649,0.6056,7.28,38.37,346.84,2.91
"2024 VB1",,24.92,1.478,0.3232,30.99,33.17,323.49,20.20
"2024 VC1",,22.81,1.849,0.7160,5.85,249.22,48.89,170.01
"2024 VD1",,25.58,0.9905,0.4076,14.64,219.13,66.51,90.54
"2024 VE1",,25.56,1.601,0.2917,4.42,219.53,156.41,12.29
"2024 VF1",,24.89,1.315,0.2346,5.75,8.73,94.89,206.92
"2024 VG1",,22.12,1.353,0.2412,15.45,51.90,301.31,278.99
"2024 VH1",,26.59,1.536,0.4408,0.93,242.06,223.48,172.19
"2024 VJ1",,25.17,1.412,0.2631,13.14,228.24,209.11,202.09
"2024 VK1",,25.82,1.55,0.2891,7.20,36.67,334.96,16.17
"2024 VL1",,26.20,1.555,0.7197,25.32,39.92,250.73,25.23
"2024 VM1",,27.36,2.027,0.5293,2.44,43.34,28.88,122.11
"2024 VN1",,22.19,1.761,0.3340,23.13,208.57,217.31,154.50
"2024 VO1",,27.16,1.578,0.3681,11.04,223.29,162.83,196.52
"2024 VP1",,28.42,2.123,0.5449,1.72,228.07,149.32,127.79
"2024 VQ1",,26.00,1.516,0.7842,1.19,21.96,258.37,24.84
"2024 VS1",,25.80,1.771,0.4340,29.23,224.13,156.02,8.35
"2024 VU1",,23.05,1.28,0.4756,1.43,295.13,231.52,185.01
"2024 VV1",,26.80,1.583,0.3459,8.31,230.32,189.03,180.71
"2024 VW1",,23.22,2.94,0.5720,11.09,7.18,32.86,73.69
"2024 VX1",,27.29,1.2,0.1600,21.85,225.51,178.64,284.28
"2024 VZ1",,19.46,2.786,0.5538,10.82,204.92,169.71,79.19
"2024 VA2",,26.64,1.7,0.5276,17.16,44.55,295.24,19.84
"2024 VB2",,25.87,2.338,0.6864,3.15,45.66,290.20,115.98
"2024 VC2",,25.69,1.139,0.2060,10.86,46.97,293.48,352.14
"2024 VD2",,25.78,1.512,0.2794,6.94,37.21,334.96,218.13
"2024 VE2",,24.18,2.457,0.7404,5.22,201.21,117.97,13.00
"2024 VF2",,27.09,2.283,0.5714,4.05,45.28,340.96,112.40
"2024 VG2",,28.31,2.461,0.7440,0.45,1.75,314.07,12.04
"2024 VH2",,22.86,1.322,0.3516,39.64,227.89,97.58,46.10
"2024 VJ2",,26.73,1.287,0.2446,21.38,227.04,147.97,273.41
"2024 VK2",,26.38,0.881,0.2518,10.11,224.28,47.82,201.22
"2024 VL2",,25.66,1.913,0.4744,5.50,55.65,350.13,140.83
"2024 VM2",,21.72,1.396,0.1808,17.99,56.02,316.63,246.66
"2024 VN2",,25.11,1.329,0.3839,30.61,226.54,260.87,319.56
"2024 VO2",,27.02,1.121,0.1380,11.88,48.04,56.43,267.71
"2024 VP2",,19.31,2.414,0.6458,30.82,271.82,215.59,85.28
"2024 VQ2",,24.19,2.025,0.5073,9.79,54.34,324.89,136.44
"2024 VR2",,25.48,0.959,0.2087,9.98,51.07,240.22,128.76
"2024 VT2",,26.34,1.278,0.2071,3.31,242.36,126.52,281.78
"2024 VU2",,24.77,2.833,0.6430,5.62,70.12,357.27,356.50
"2024 VV2",,23.57,1.324,0.1138,25.43,217.83,176.84,253.92
"2024 VW2",,24.55,0.7939,0.3953,10.77,63.22,162.57,351.96
"2024 VY2",,24.10,1.883,0.5736,5.45,263.70,215.77,339.78
"2024 VZ2",,26.08,1.968,0.5412,1.14,259.89,195.82,120.83
"2024 VA3",,25.36,2.4,0.5643,2.79,100.01,303.55,100.23
"2024 VB3",,25.87,1.519,0.3428,9.01,231.58,157.58,206.55
"2024 VC3",,24.51,0.8101,0.2885,24.28,49.82,195.44,299.86
"2024 VE3",,20.70,2.194,0.5438,31.56,355.42,3.49,126.79
"2024 VF3",,22.50,2.946,0.6667,22.56,236.62,229.00,351.83
"2024 VG3",,24.93,1.179,0.1183,17.17,42.30,26.44,345.22
"2024 VH3",,24.19,1.404,0.4300,4.17,222.99,278.78,177.52
"2024 VJ3",,26.93,1.048,0.2882,1.08,25.94,284.81,49.29
"2024 VK3",,27.41,0.9233,0.3801,2.51,57.57,118.22,331.72
"2024 VM3",,24.45,1.674,0.4129,15.56,234.61,140.56,13.68
"2024 VO3",,23.06,1.188,0.2476,10.46,253.42,230.01,314.72
"2024 VQ3",,22.49,1.513,0.3211,6.98,345.52,86.88,190.75
"2024 VR3",,24.33,1.507,0.2594,5.61,120.35,295.63,197.93
"2024 VS3",,26.00,1.981,0.5789,3.06,63.43,46.34,117.14
"2024 VT3",,24.64,1.564,0.4752,2.47,79.13,41.00,162.90
"2024 VU3",,21.98,1.685,0.5405,55.59,42.92,89.57,329.03
"2024 VV3",,22.02,1.96,0.6567,6.41,282.52,36.86,154.00
"2024 VW3",,20.83,3.065,0.5816,47.08,71.88,14.60,61.60
"2024 VX3",,28.26,0.9584,0.2270,3.33,230.89,291.62,305.62
"2024 VY3",,27.79,1.165,0.3311,7.98,230.28,96.12,340.47
"2024 VZ3",,22.21,2.015,0.5637,9.08,88.39,32.64,110.48
"2024 VA4",,25.17,1.767,0.4434,13.20,230.23,162.87,162.81
"2024 VB4",,24.51,0.8689,0.2307,21.08,45.59,194.38,261.41
"2024 VC4",,25.46,2.106,0.6942,4.77,223.07,272.93,343.56
"2024 VD4",,25.33,1.076,0.2412,4.17,30.40,287.79,33.31
"2024 VE4",,22.60,1.785,0.3646,14.43,64.15,288.46,181.19
"2024 VG4",,20.67,1.789,0.4569,29.66,281.13,182.59,139.40
"2024 VH4",,22.91,1.939,0.8217,4.88,308.76,231.09,341.43
"2024 VN4",,26.20,1.269,0.3250,4.00,45.89,299.09,43.40
"2024 VO4",,25.43,1.29,0.2455,15.32,49.07,323.97,23.79
"2024 VP4",,28.67,1.252,0.2133,1.20,234.01,162.39,271.57
"2024 VQ4",,22.70,2.611,0.6092,21.73,56.12,7.47,84.30
"2024 VR4",,29.75,1.184,0.1670,0.52,46.67,15.54,277.37
"2024 VS4",,26.27,1.495,0.4580,0.42,198.33,145.44,29.81
"2024 VV4",,24.75,1.283,0.2822,2.63,35.84,329.14,280.52
"2024 VW4",,26.86,2.517,0.6107,2.94,50.32,348.50,94.32
"2024 VX4",,21.43,1.664,0.3372,13.30,68.97,312.36,192.37
"2024 VE7",,24.32,2.592,0.6192,1.16,324.81,128.66,78.56
"2024 VE13",,23.69,1.952,0.5549,1.42,265.31,212.08,114.53
"2024 WA",,26.85,1.442,0.3565,8.72,232.80,139.47,229.90
"2024 WB",,21.12,2.602,0.6256,7.79,254.41,136.84,90.50
"2024 WC",,27.37,1.41,0.5958,6.60,56.66,261.74,246.71
"2024 WD",,24.96,1.095,0.0416,16.50,243.86,193.41,348.96
"2024 WE",,28.18,1.102,0.1001,3.91,242.24,166.60,318.76
"2024 WF",,27.92,1.402,0.2900,13.73,239.14,190.79,210.82
"2024 WG",,26.67,2.31,0.5678,9.77,54.97,355.08,104.46
"2024 WH",,27.15,1.167,0.4470,8.09,239.58,79.75,333.19
"2024 WJ",,29.75,1.025,0.1162,0.20,248.33,90.33,53.86
"2024 WK",,26.19,1.936,0.5360,5.26,60.70,45.93,120.32
"2024 WL",,25.82,1.726,0.4735,6.59,59.10,315.54,173.48
"2024 WM",,26.83,1.769,0.4287,5.95,239.70,182.46,151.64
"2024 WN",,22.27,1.578,0.3621,12.10,58.75,311.95,201.46
"2024 WO",,27.46,1.35,0.4355,4.31,238.86,103.93,261.90
"2024 WP",,26.04,1.773,0.4172,6.84,244.40,156.19,8.15
"2024 WQ",,27.90,1.249,0.1876,2.16,47.20,19.14,252.74
"2024 WR",,26.90,1.922,0.4960,4.09,247.54,137.26,11.57
"2024 WS",,26.48,1.647,0.4856,0.34,14.98,107.05,147.51
"2024 WT",,27.20,1.251,0.2235,1.44,242.82,210.36,235.06
"2024 WU",,26.45,2.569,0.6128,2.15,50.28,25.66,84.00
"2024 WV",,26.59,1.128,0.1141,10.77,240.44,165.71,309.57
"2024 WW",,25.58,2.012,0.5744,6.85,51.05,314.22,13.64
"2024 WX",,24.17,1.447,0.2510,4.91,40.66,43.82,191.93
"2024 WY",,25.25,1.854,0.4480,13.69,239.75,183.87,140.63
"2024 WZ",,26.95,1.7,0.4836,1.10,50.65,64.62,142.60
"2024 WA1",,23.80,1.567,0.4724,26.43,241.41,101.29,29.63
"2024 WB1",,26.05,1.73,0.4030,6.20,253.98,176.30,152.83
"2024 WC1",,21.37,2.388,0.6108,7.10,316.30,53.77,109.04
"2024 WD1",,23.24,1.732,0.3937,9.88,53.00,320.01,175.19
"2024 WE1",,24.24,1.171,0.4339,21.57,52.60,102.45,306.98
"2024 WF1",,23.34,1.658,0.3785,24.74,240.59,222.65,145.09
"2024 WG1",,24.08,2.48,0.4946,5.79,58.87,12.97,88.06
"2024 WJ1",,26.19,0.9195,0.1544,15.77,53.57,227.35,171.43
"2024 WL1",,24.27,2.118,0.5196,6.19,244.83,223.57,101.33
"2024 WM1",,25.32,2.5,0.5826,2.56,221.59,219.80,86.29
"2024 WO1",,26.97,1.342,0.2571,3.67,245.26,208.84,211.02
"2024 WP1",,27.96,1.051,0.5065,3.97,62.78,113.78,276.42
"2024 WR1",,24.42,1.994,0.7275,3.11,108.99,212.10,18.85
"2024 WS1",,26.14,2.45,0.9558,22.78,58.94,213.87,9.05
"2024 WT1",,25.40,1.025,0.2307,6.01,57.45,112.70,260.20
"2024 WV1",,29.34,2.379,0.6000,3.21,243.61,204.71,91.74
"2024 WW1",,25.05,1.626,0.3887,29.77,238.48,223.33,342.02
"2024 WX1",,24.43,1.497,0.4130,34.00,59.91,284.12,34.97
"2024 WY1",,25.37,2.965,0.6545,13.79,63.84,31.29,354.13
"2024 WZ1",,23.49,1.225,0.0945,23.44,235.40,202.65,250.95
"2024 WA2",,26.50,1.023,0.1400,7.35,238.51,72.58,79.04
"2024 WD2",,25.96,2.477,0.5877,2.06,216.79,194.37,2.27
"2024 WE2",,26.02,0.9224,0.1591,8.01,236.98,349.90,243.35
"2024 WF2",,27.73,1.598,0.3757,7.91,239.54,195.92,170.69
"2024 WH2",,23.56,1.972,0.4552,6.14,68.35,23.92,119.84
"2024 WK2",,21.55,2.48,0.5826,42.08,63.53,329.32,99.41
"2024 WL2",,25.11,1.185,0.2021,33.59,60.84,75.48,304.36
"2024 WM2",,23.94,2.554,0.6075,6.99,237.06,221.13,79.31
"2024 WO2",,23.67,1.586,0.4095,23.81,236.89,256.18,327.54
"2024 WP2",,26.95,2.517,0.5964,5.71,57.16,351.08,1.94
"2024 WQ2",,24.63,1.26,0.4784,17.93,246.01,271.61,211.49
"2024 WR2",,25.12,2.279,0.5564,5.12,48.49,330.54,9.94
"2024 WS2",,22.75,2.369,0.6665,6.55,323.82,172.99,80.38
"2024 WT2",,26.23,1.817,0.5477,1.41,49.88,310.17,163.22
"2024 WU2",,23.38,1.222,0.1442,23.56,234.03,132.47,44.19
"2024 WW2",,28.38,0.9814,0.3089,6.24,63.70,107.66,293.05
"2024 WB3",,24.16,0.8305,0.3018,15.31,239.20,340.37,320.63
"2024 WC3",,24.57,1.168,0.2477,8.03,54.01,296.71,326.96
"2024 WD3",,28.13,1.612,0.3836,3.19,239.48,194.89,168.96
"2024 WE3",,24.75,2.497,0.9003,18.22,236.30,50.13,11.28
"2024 WF3",,27.38,1.254,0.2521,8.75,238.41,235.60,221.94
"2024 WG3",,24.93,1.414,0.2800,10.06,69.49,23.25,194.78
"2024 WH3",,21.83,1.365,0.2971,11.81,152.46,24.35,141.30
"2024 WJ3",,28.11,1.659,0.3899,4.13,237.40,194.97,355.29
"2024 WK3",,23.92,1.38,0.2485,12.73,237.74,228.30,194.86
"2024 WM3",,26.94,2.358,0.5859,4.48,61.25,344.36,101.97
"2024 WO3",,26.14,1.161,0.1567,19.01,62.34,301.62,41.57
"2024 WP3",,22.35,1.417,0.3030,21.54,73.04,248.75,276.88
"2024 WQ3",,28.86,1.134,0.2388,3.50,62.51,284.69,345.01
"2024 WR3",,23.54,1.87,0.6299,18.14,54.06,89.67,337.73
"2024 WS3",,25.59,2.073,0.5279,5.99,55.20,24.56,114.42
"2024 WT3",,27.55,2.145,0.5778,0.12,13.27,94.79,350.64
"2024 WU3",,28.17,0.9389,0.2254,9.65,62.11,238.45,129.09
"2024 WV3",,27.72,1.25,0.1630,1.11,70.90,349.28,256.47
"2024 WW3",,25.35,1.353,0.2111,11.07,59.64,24.16,341.53
"2024 WA4",,26.80,1.098,0.0640,6.59,50.56,27.73,294.64
"2024 WB4",,25.02,2.493,0.5885,11.44,55.29,354.40,1.79
"2024 WC4",,23.02,1.94,0.4614,7.60,67.44,290.33,22.00
"2024 WD4",,22.47,2.7,0.7305,5.17,293.86,50.85,93.18
"2024 WE4",,22.52,1.369,0.2594,9.42,299.13,212.24,171.16
"2024 WG4",,20.52,1.86,0.5766,43.42,249.87,63.65,184.68
"2024 WH4",,20.47,2.668,0.5659,13.23,77.23,301.46,98.01
"2024 WJ4",,21.56,0.8636,0.4951,11.33,26.44,233.49,247.02
"2024 WK4",,28.86,1.758,0.4565,1.91,56.89,34.99,142.86
"2024 WL4",,27.26,1.895,0.4710,3.88,60.13,22.60,352.67
"2024 WM4",,27.56,1.49,0.3324,6.06,239.73,155.95,10.94
"2024 WN4",,26.85,1.784,0.5169,4.45,62.25,59.72,130.90
"2024 WO4",,26.63,1.991,0.4878,6.55,60.85,338.39,6.41
"2024 WP4",,19.59,1.66,0.7088,18.88,359.72,182.92,132.48
"2024 WQ4",,27.25,0.8238,0.4502,7.00,237.11,38.16,221.61
"2024 WR4",,25.27,1.241,0.1482,13.77,245.35,168.44,8.36
"2024 WS4",,22.73,1.494,0.2762,8.37,258.22,121.26,212.48
"2024 WV4",,25.65,1.055,0.4935,1.31,26.41,270.28,63.56
"2024 WX4",,25.60,1.11,0.2717,3.94,50.93,286.87,0.12
"2024 WZ4",,27.85,1.043,0.0645,14.52,246.11,228.32,288.64
"2024 WF5",,28.32,1.871,0.7032,1.86,66.86,93.67,119.49
"2024 WG5",,25.97,1.169,0.3375,6.91,241.09,274.84,226.57
"2024 WN5",,25.61,1.353,0.4697,12.10,62.89,278.30,34.62
"2024 WP5",,21.97,2.679,0.6139,15.14,267.86,140.40,84.86
"2024 WT5",,23.07,1.732,0.3138,14.74,87.96,332.28,156.09
"2024 WU5",,24.34,1.725,0.4521,1.07,46.36,344.81,169.19
"2024 WY5",,24.14,1.271,0.2113,24.92,243.26,217.45,330.23
"2024 WZ5",,21.16,2.039,0.3731,19.99,254.82,219.07,96.20
"2024 WH6",,27.22,1.872,0.5398,2.95,64.96,61.39,120.33
"2024 WL6",,26.13,2.502,0.6044,4.54,66.28,12.48,86.34
"2024 WF10",,25.05,1.303,0.1897,34.08,246.50,177.23,1.23
"2024 WU10",,24.93,1.338,0.1889,3.10,108.16,313.04,229.79
"2024 WG11",,26.61,2.459,0.6096,2.28,232.55,164.60,5.79
"2024 WH11",,25.50,1.88,0.5304,5.38,86.60,39.79,342.86
"2024 WJ11",,27.00,1.606,0.4438,3.78,64.02,316.19,190.14
"2024 WL11",,27.05,1.897,0.5023,1.41,97.17,6.73,123.43
"2024 WP11",,26.01,1.21,0.3190,7.17,245.54,266.37,213.79
"2024 WG12",,29.36,1.085,0.1682,5.00,245.79,113.23,2.09
"2024 WH12",,26.93,1.046,0.2346,3.63,243.11,282.40,257.24
"2024 WJ12",,26.43,0.8425,0.1820,16.52,246.05,359.42,275.70
"2024 WO12",,23.57,1.641,0.4202,1.40,23.00,315.43,42.37
"2024 WR13",,22.59,2.536,0.6809,10.83,84.58,57.91,348.82
"2024 WS13",,23.80,2.447,0.5478,18.16,253.80,192.65,85.48
"2024 WU13",,26.39,1.283,0.2171,3.49,44.96,57.60,218.05
"2024 WV13",,24.27,1.7,0.3412,10.33,65.92,4.77,356.71
"2024 WW13",,27.43,1.305,0.3030,3.55,60.02,314.90,264.83
"2024 WX13",,24.70,2.506,0.6012,1.78,110.38,286.32,7.31
"2024 WY13",,23.03,2.471,0.6381,17.75,70.26,316.58,98.23
"2024 WZ13",,26.30,1.684,0.4664,2.55,253.12,225.73,341.27
"2024 WA14",,22.28,1.523,0.2889,28.70,71.30,41.56,157.67
"2024 WB14",,25.55,1.734,0.4175,7.12,245.52,207.40,143.44
"2024 WC14",,23.42,1.985,0.5618,8.10,32.59,319.85,18.26
"2024 WF14",,25.13,2.421,0.6715,1.60,84.26,270.53,13.08
"2024 WG14",,23.10,1.115,0.1684,25.68,246.13,330.37,157.49
"2024 WK14",,22.69,2.317,0.4746,4.97,188.19,264.66,91.48
"2024 WL14",,23.41,1.689,0.2539,23.34,76.92,323.53,176.33
"2024 WO14",,20.41,1.345,0.3221,30.81,86.85,199.30,341.73
"2024 WQ14",,26.07,1.654,0.3416,2.86,214.10,219.32,357.60
"2024 WS14",,23.93,1.655,0.2637,9.63,235.54,204.04,160.86
"2024 WY14",,22.19,2.115,0.7682,9.13,173.34,142.90,20.42
"2024 WC15",,20.90,1.92,0.5070,7.48,338.69,186.86,90.06
"2024 WK15",,26.45,1.789,0.4473,11.97,246.78,171.99,150.00
"2024 WL15",,21.30,1.961,0.6711,2.96,351.09,356.84,144.83
"2024 WM15",,24.85,1.376,0.3561,2.49,39.57,99.85,179.14
"2024 WN15",,21.99,1.658,0.3638,23.95,59.93,50.17,135.87
"2024 WO15",,25.36,1.78,0.4948,7.59,225.79,148.85,16.97
"2024 WP15",,21.94,2.27,0.5925,5.33,354.97,14.77,120.24
"2024 WQ15",,24.55,1.076,0.0383,4.97,278.47,337.33,124.20
"2024 WR15",,24.65,1.338,0.2060,26.77,70.16,30.89,341.88
"2024 WW15",,25.46,1.235,0.2964,6.37,86.66,266.97,299.03
"2024 WX15",,24.27,0.8129,0.2771,4.45,237.08,20.85,290.01
"2024 WB17",,22.21,2.663,0.5317,12.23,84.33,334.26,87.00
"2024 WR17",,22.52,1.12,0.0572,21.67,262.03,4.81,101.92
"2024 WS17",,26.67,2.209,0.5539,5.99,257.93,195.41,100.22
"2024 WC18",,25.79,1.21,0.2022,12.57,71.50,35.79,237.23
"2024 WD18",,25.23,2.464,0.5966,3.99,101.17,1.29,83.42
"2024 WE18",,23.04,1.655,0.2661,15.09,250.03,133.33,185.96
"2024 WF18",,24.24,1.01,0.1444,11.53,258.59,300.43,229.16
"2024 WH18",,22.47,2.308,0.6510,9.43,118.63,241.78,114.56
"2024 WJ18",,21.29,2.976,0.6273,9.37,128.00,245.11,76.52
"2024 WW18",,27.89,1.211,0.5519,6.01,63.08,250.53,42.05
"2024 WX18",,23.36,1.527,0.3180,18.43,263.87,224.28,158.05
"2024 WD19",,21.32,0.6795,0.1579,3.79,51.42,263.68,54.81
"2024 WM19",,22.29,1.511,0.2470,18.61,78.32,62.08,144.08
"2024 WR19",,19.81,1.697,0.4366,31.73,103.49,57.45,131.01
"2024 WS19",,25.38,1.974,0.4583,3.52,24.65,45.03,125.01
"2024 WC20",,22.18,1.99,0.4573,7.95,319.01,176.64,101.80
"2024 WA22",,27.32,1.113,0.1135,3.41,69.45,30.84,273.29
"2024 WL24",,24.68,2.244,0.5386,9.30,69.22,331.35,7.62
"2024 WP24",,21.66,1.49,0.5395,34.14,94.93,224.97,240.63
"2024 WU24",,27.70,2.014,0.5216,10.57,62.12,338.67,6.78
"2024 WV51",,25.14,2.102,0.7495,10.73,77.96,94.39,97.50
"2024 WK60",,24.80,1.369,0.2616,16.64,68.84,300.35,254.99
"2024 WY70",,20.93,1.726,0.4882,7.93,291.85,227.32,119.44
"2024 XA",,31.64,1.289,0.3531,1.42,69.48,65.67,205.62
"2024 XB",,26.12,0.9487,0.3458,4.72,69.88,240.94,97.03
"2024 XC",,26.44,1.701,0.5488,6.04,248.22,109.68,178.65
"2024 XD",,22.34,1.624,0.3063,14.86,234.50,154.44,183.40
"2024 XE",,27.08,1.162,0.1365,12.13,247.01,185.47,277.00
"2024 XG",,28.61,0.9639,0.2610,2.70,251.74,289.85,286.30
"2024 XH",,27.34,1.622,0.4700,6.59,252.66,232.33,149.29
"2024 XJ",,27.55,1.517,0.3478,4.94,70.34,356.95,187.94
"2024 XK",,28.68,1.502,0.4936,3.69,251.22,105.74,215.66
"2024 XL",,23.87,1.662,0.3246,21.27,250.82,190.97,354.90
"2024 XM",,23.83,1.736,0.4269,39.89,69.66,318.27,14.35
"2024 XN",,23.80,1.425,0.1426,29.31,74.50,2.50,352.62
"2024 XO",,24.42,2.163,0.4932,25.98,69.73,4.15,357.26
"2024 XP",,24.49,2.73,0.5452,4.39,78.16,346.52,0.97
"2024 XQ",,24.56,1.376,0.4640,30.17,247.43,87.92,37.84
"2024 XS",,25.38,2.276,0.8066,3.76,254.53,288.46,345.74
"2024 XT",,27.04,1.831,0.5746,2.49,251.87,251.43,340.16
"2024 XV",,22.87,1.019,0.4002,13.80,216.48,350.16,240.38
"2024 XW",,24.97,1.303,0.3636,25.94,248.98,100.29,41.92
"2024 XX",,26.69,1.949,0.5051,1.97,66.89,341.92,134.43
"2024 XY",,24.01,1.803,0.5134,2.22,9.92,358.13,18.33
"2024 XZ",,20.47,1.566,0.5343,16.27,322.60,216.75,285.52
"2024 XA1",,32.95,1.696,0.4977,0.11,72.26,53.10,342.41
"2024 XB1",,27.62,1.322,0.2783,8.62,72.84,34.60,208.28
"2024 XC1",,22.60,1.428,0.2460,22.75,76.65,29.29,185.67
